ingredients,title_directions
"'1/2 cup all-purpose flour', '1/4 cup unsweetened cocoa powder', '1 pinch salt', '2 eggs', '1 1/3 cups white sugar', '1 tablespoon vanilla extract', '1/2 cup butter, melted'","""Swedish Sticky Chocolate Cake (Kladdkaka)""'Preheat oven to 300 degrees F (150 degrees C).  Lightly grease an 8-inch pie plate.', 'Sift together the flour, cocoa powder, and salt; set aside.  Stir the eggs into the sugar until smooth.  Add the flour mixture, and stir just until combined.  Pour in the vanilla extract and butter; stir until well combined.  Pour into prepared pie plate.', 'Bake on the lower rack of the preheated oven for 35 minutes, or until the center has slightly set.  Allow cake to cool for 1 hour in the pie plate.  Serve warm, or refrigerate overnight and serve cold.'"
"'1\u2009⅓ cups all-purpose flour', '⅓ cup unsweetened cocoa powder', '½ teaspoon baking powder', '1 cup chopped dried apricots', '1 cup boiling water', '5 ounces almond paste', '¾ cup white sugar', '4  eggs', '⅔ cup whole milk', '3 ounces bittersweet chocolate, chopped', '⅔ cup finely chopped crystallized ginger', '¾ cup unsalted butter, melted'","""Sweet and Spicy Chocolate Cake""'Preheat oven to 350 degrees F (175 degrees C). Grease and flour a  9x5 inch loaf pan.  Sift together flour, cocoa, and baking powder.', 'Soak chopped apricots in boiling water for 1 to 2 minutes. Drain, and pat dry with paper towels.', 'In a large mixing bowl, mix almond paste and sugar with an electric mixer until the mixture looks sandy. Beat in eggs one at a time; beat for 2 minutes after each addition. Continue beating for about 10 minutes; mixture should look thick and creamy.', 'Mix in milk, and then flour mixture. Mix only to combine the dry with the wet ingredients. Do not overbeat. Fold in apricots, chocolate, crystallized ginger, and melted butter. Transfer batter  to prepared loaf pan.', 'Bake in preheated oven for about 1 hour, until done. Cool for 10 minutes in pan. Remove from pan, and place on a wire rack to cool completely.'"
"'1/2 cup butter, softened', '1/3 cup masa harina', '1/4 cup water', '1 1/2 cups frozen whole-kernel corn, thawed', '1/4 cup cornmeal', '1/3 cup white sugar', '2 tablespoons heavy whipping cream', '1/4 teaspoon salt', '1/2 teaspoon baking powder'","""Sweet Corn Cake""'In a medium bowl beat butter until it is creamy. Add the Mexican corn flour and water and beat until well mixed.', 'Using a food processor,  process thawed corn, but leave chunky. Stir into the butter mixture.', 'In a separate bowl, mix cornmeal, sugar, cream, salt, and baking powder. Add to corn flour mixture and stir to combine. Pour batter into an ungreased 8x8 inch baking pan. Smooth batter and cover with aluminum foil. Place pan into a 9x13 inch baking dish that is filled a third of the way with water.', 'Bake in a preheated 350 degree oven F (175 degrees C) oven for 50 to 60 minutes. Allow to cool for 10 minutes. Use an ice cream scoop for easy removal from pan.'"
"'1 cup cornmeal', '3 cups all-purpose flour', '1 1/3 cups white sugar', '2 tablespoons baking powder', '1 teaspoon salt', '2/3 cup vegetable oil', '1/3 cup melted butter', '2 tablespoons honey', '4 eggs, beaten', '2 1/2 cups whole milk'","""Sweet Cornbread Cake""'Preheat oven to 350 degrees F (175 degrees C), and grease a 9x13 inch baking dish.', 'Stir together the cornmeal, flour, sugar, baking powder, and salt in a mixing bowl. Pour in the vegetable oil, melted butter, honey, beaten eggs, and milk, and stir just to moisten.', 'Pour the batter into the prepared baking dish and bake in the preheated oven for 45 minutes, until the top of the cornbread starts to brown and show cracks.'"
"'2 cups cornmeal', '1 1/2 cups white sugar', '1 cup milk', '1 cup coconut milk', '1 cup all-purpose flour', '3 eggs', '1/3 cup vegetable oil', '1 teaspoon baking powder'","""Sweet Cornmeal Cake Brazilian-Style""'Preheat oven to 340 degrees F (170 degrees C). Grease and flour a 10-inch round cake pan.', 'Blend cornmeal, sugar, milk, coconut milk, flour, eggs, and vegetable oil in a blender until smooth; add baking powder and blend to integrate. Pour the cornmeal mixture into the prepared cake pan.', 'Bake in the preheated oven until a toothpick inserted into the center comes out clean, 30 to 40 minutes.'"
"'2 cups all-purpose flour', '1 teaspoon baking powder', '1 teaspoon ground cinnamon', '1 teaspoon salt', '1 1/4 cups unsalted butter, softened', '1 cup white sugar', '8 eggs', '1 (14 ounce) can sweetened condensed milk', '1 (12 fluid ounce) can evaporated milk', '4 cups fresh corn kernels'","""Sweet Mexican Corn Cake""'Preheat an oven to 350 degrees F (175 degrees C). Grease and flour a 10x15-inch baking pan. Sift the flour, baking powder, cinnamon, and salt together into a bowl. Set aside.', 'Beat the butter and sugar together with an electric mixer in a large bowl until light and fluffy. Blend the eggs into the mixture one at a time. Stir the condensed milk and evaporated milk into the mixture. Add the flour mixture and mix until just incorporated. Fold the corn kernels into the batter, mixing just enough to evenly combine. Pour the batter into prepared pan.', 'Bake in the preheated oven until a toothpick inserted into the center comes out clean, about 40 minutes. Cool in the pans for 10 minutes before removing to cool completely on a wire rack.'"
"'1 cup white sugar', '2\u2009½ cups all-purpose flour', '1 tablespoon baking powder', '1 teaspoon baking soda', '1 tablespoon butter', '2 cups pitted sweet cherries', '1 tablespoon white sugar', '½ cup olive oil', '4  eggs', '1 (6 ounce) container plain yogurt', '1 tablespoon olive oil'","""Sweet Polish Cherry Cake""'Preheat oven to 350 degrees F (175 degrees C). In a mixing bowl, whisk 1 cup sugar, flour, baking powder, and baking soda together until evenly combined.', 'Melt butter in a skillet over medium heat. Cook and stir the pitted cherries in the butter until they are tender, sprinkling them with 1 tablespoon of sugar, 8 to 10 minutes. Set aside.', 'Form a well in the center of the dry ingredients, and pour in 1/2 cup olive oil, eggs, and yogurt; use your fingers to lightly stir the liquid ingredients into the flour mixture to make a soft dough. Scrape the batter into a 9x12-inch baking dish. Drizzle the batter with 1 tablespoon of olive oil, and top with the cherries.', 'Bake in the preheated oven until the cake is set and golden on top, about 40 minutes. A toothpick inserted into the center of the cake should come out clean.'"
"'2 1/4 cups sifted cake flour', '3 teaspoons baking powder', '1/2 teaspoon baking soda', '1/2 teaspoon salt', '1 1/2 teaspoons ground cinnamon', '1/2 teaspoon ground allspice', '1/2 teaspoon ground ginger', '1/2 cup butter, room temperature', '1 cup dark brown sugar', '1 cup white sugar', '2 eggs, room temperature', '3/4 cup buttermilk, room temperature', '3/4 cup mashed sweet potatoes', '1/2 cup finely chopped golden raisins'","""Sweet Potato Cake""'Preheat oven to 350 degrees F (175 degrees C). Grease two 9-inch round cake pans.', 'Sift together cake flour, baking powder, soda, salt, cinnamon, allspice, and ginger.', 'Mix together buttermilk, sweet potatoes, and raisins in a medium bowl and set aside.', 'Beat butter, brown sugar, and white sugar with an electric mixer in a large bowl until light and fluffy. The mixture should be noticeably lighter in color. Add room-temperature eggs one at a time, allowing each egg to blend into the butter mixture before adding the next. Pour in the flour mixture alternately with the milk and sweet potato mixture, mixing until just incorporated. Divide batter between prepared pans and spread evenly.', 'Bake in preheated oven until a tester inserted in the center of each layer comes out clean, about 30 minutes. Cool cake layers on wire rack. Remove from pans and frost as desired.'"
"'cooking spray', 'Cake:', '2 cups soft white wheat flour', '2 teaspoons baking soda', '1 teaspoon cinnamon', '1/2 teaspoon salt', '1/2 cup brown sugar', '1/4 cup honey', '1/4 cup butter, softened', '1 egg', '1 cup cooked mashed sweet potatoes', '1/2 teaspoon vanilla', 'Topping:', '1/3 cup all-purpose flour', '1/3 cup brown sugar', '1/3 cup rolled oats', '1/4 cup butter, softened', '1 teaspoon cinnamon'","""Sweet Potato Coffee Cake""'Preheat oven to 350 degrees F (175 degrees C). Spray a 9-inch square baking dish with cooking spray.', 'Whisk white wheat flour, baking soda, 1 teaspoon cinnamon, and salt together in a bowl. Beat 1/2 cup brown sugar, honey, and 1/4 cup butter together in another bowl with an electric mixer until creamy; beat in egg. Add sweet potato and vanilla extract to butter mixture and beat until smooth.', 'Stir flour mixture into sweet potato mixture until batter is evenly moistened and smooth. Pour batter into prepared baking dish.', 'Mix all-purpose flour, 1/3 cup brown sugar, rolled oats, 1/4 cup butter, and 1 teaspoon cinnamon together in a bowl until combined. Sprinkle oats mixture over batter.', 'Bake in the preheated oven until a toothpick inserted into the center of the cake comes out clean, about 30 minutes.'"
"'1 cup butter, softened', '2 cups white sugar', '2 cups cooked and mashed sweet potatoes', '1 teaspoon vanilla extract', '4 eggs', '3 cups all-purpose flour', '2 teaspoons baking powder', '1 teaspoon ground cinnamon', '1/2 teaspoon baking soda', '1/2 teaspoon ground nutmeg', '1/4 teaspoon salt', ""1 cup sifted confectioners' sugar"", '5 teaspoons orange juice', '2 tablespoons grated orange zest'","""Sweet Potato Pound Cake""'Preheat oven to 350 degrees F (175 degrees C). Grease and flour a 10-inch tube pan. Sift together flour, baking powder, cinnamon, baking soda, nutmeg and salt. Set aside.', 'In large mixing bowl, cream butter and sugar until light and fluffy. Add mashed sweet potatoes and vanilla. Beat until well blended. Add eggs, one at a time (the batter will look curdled). Add flour mixture to potato mixture. Beat on low until combined.', 'Pour batter into 10 inch tube pan. Bake at 350 degrees F (175 degrees C) for about 1 hour and 20 minutes, or until a wooden toothpick inserted into cake comes out clean. Cool cake for 20 minutes in the pan, then invert onto serving plate.', 'To make the glaze:  in a small bowl, combine confectioners sugar with 3 to 5 teaspoons orange juice to achieve drizzling consistency. Spoon over warm cake and sprinkle with orange zest if desired.'"
"'15 cups all-purpose flour', '3 tablespoons kosher salt', '3 tablespoons baking soda', '3 tablespoons ground cinnamon', '4 teaspoons ground nutmeg', '2 teaspoons allspice', '2 teaspoons ground cloves', '12 cups white sugar', '12 cups cooked and mashed sweet potatoes', '16 eggs', '4 cups vegetable oil', '3 cups orange juice'","""Sweet Potato Sheet Cake""'Preheat oven to 300 degrees F (150 degrees C). Grease and lightly flour 2 sheet cake pans.', 'Mix flour, salt, baking soda, cinnamon, nutmeg, allspice, and cloves together in a large bowl.', 'Beat sugar and sweet potatoes in a bowl using an electric mixer until smooth and creamy. Add eggs, oil, and orange juice; beat until well combined.', 'Pour flour mixture into potato mixture and beat for 4 minutes, scraping down the sides of the bowl twice. Pour batter into prepared sheet cake pans.', 'Bake in the preheated oven until a toothpick inserted into the center comes out clean, 60 to 90 minutes.'"
"'1 (21 ounce) can LUCKY LEAF® Regular or Premium Cherry Fruit Filling', '3 eggs, beaten', '1 cup sugar', '3/4 cup cooking oil', '1 3/4 cups all-purpose flour', '3 teaspoons baking powder', '1/2 teaspoon vanilla', 'Dash of salt', '1 tablespoon sugar', '1/2 teaspoon ground cinnamon'","""Sweet Vanilla Cherry Cake""'Preheat oven to 350 degrees F.', 'Beat together eggs, sugar, oil, flour, baking powder, vanilla and salt. Spread 2/3 of the batter into a greased 13x9-inch baking pan.', 'Spread LUCKY LEAF Cherry Pie Filling on top of batter. Drop the remaining batter by spoonfuls on top of the pie filling layer.', 'Stir together the sugar and the cinnamon. Sprinkle over top of cake. Bake for 40 minutes or until a toothpick inserted near the center comes out clean.', 'Serve warm or cooled.'"
"'5 egg yolks', '1 1/4 cups white sugar', '1 1/2 cups finely chopped almonds', '2 cups grated carrots', '1 lemon, zested and juiced', '2/3 cup all-purpose flour', '1 1/2 teaspoons baking powder', '5 egg whites', '1 pinch salt', '1 lemon, juiced', ""1 cup confectioners' sugar, or as needed""","""Swiss Carrot Cake""'Preheat the oven to 350 degrees F (175 degrees C). Grease and flour a 9 inch square baking dish or 9 inch Bundt pan.', ""In a large bowl, whip egg yolks and sugar with an electric mixer until light and fluffy. Stir in the almonds, carrots,1 lemon's juice and zest, flour and baking powder. In a separate bowl with a clean beater, whip egg whites with a pinch of salt until they can hold a peak. Fold egg whites into the carrot batter. Pour into the prepared cake pan."", ""Bake for 50 minutes, or until a small knife inserted into the center comes out clean. For icing, mix the remaining lemon's juice with confectioners' sugar until it can be drizzled easily from a spoon. Pour over the cake while warm or cooled. If making in a Bundt pan, remove from the pan before glazing."""
"'1 3/4 cups sifted cake flour', '2 teaspoons baking powder', '1/4 teaspoon baking soda', '1 teaspoon salt', '1 1/2 cups white sugar', '1/2 cup butter', '1 1/4 cups evaporated milk', '2 eggs', '2 1/2 (1 ounce) squares unsweetened chocolate, melted', '1 teaspoon vanilla extract', '1/4 teaspoon red food coloring'","""Swiss Chocolate Cake""'Sift together flour, baking powder, soda, salt, and sugar.', 'Stir butter just to soften, and add to flour mixture.  Add 1 cup milk until all flour is dampened.  Beat 2 minutes at medium speed, or 300 vigorous strokes by hand.', 'Add to the flour mixture eggs, vanilla, melted chocolate, food coloring, and remaining 1/4 cup milk.  Beat 1 minute in mixer, or 150 strokes by hand.  Line the bottoms of two 9 inch round cake pans with parchment paper.  Pour the batter into the prepared pans.', 'Bake at 350 degrees F (175 degrees C) for 25 to 30 minutes.  Cool.', 'Frost with Chocolate Torte Frosting when completely cooled.'"
"'8 (1 ounce) squares white chocolate', '1/2 cup hot water', '1 cup butter', '1 cup white sugar', '4 egg yolks', '1 teaspoon vanilla extract', '2 1/2 cups sifted all-purpose flour', '1 teaspoon baking soda', '1 cup buttermilk', '4 egg whites, beaten'","""Swiss White Chocolate Cake""'Preheat oven to 350 degrees F (175 degrees C). Grease and flour a 9x13 inch pan. Sift together the flour and baking soda; set aside.', 'Chop the white chocolate and place it in a medium bowl. Pour the hot water over it and stir until chocolate is melted and smooth. Allow to cool to room temperature.', 'In a large bowl, cream together the butter and sugar until light and fluffy. Beat in the egg yolks one at a time, then stir in the melted white chocolate and vanilla. Beat in the flour mixture alternately with the buttermilk, mixing just until incorporated.', 'In a large glass or metal mixing bowl, beat egg whites until stiff peaks form. Fold 1/3 of the whites into the batter, then quickly fold in remaining whites until no streaks remain.', 'Pour batter into prepared pan. Bake in the preheated oven for 30 to 35 minutes, or until a toothpick inserted into the center of the cake comes out clean. Allow to cool.'"
"'3 cups high protein wheat flour', '1/2 cup white sugar', '2 teaspoons baking powder', '1 teaspoon baking soda', '1/2 teaspoon salt', '4 eggs', '1/2 teaspoon vanilla extract', '3/4 cup vegetable oil', '2 cups water'","""Sylvia's Birthday Cake""'Preheat oven to 350 degrees F (175 degrees C). Grease and flour a 10 inch round cake pan.', 'In a large bowl, combine flour, sugar, baking powder, soda and salt. Make a well in the center and add eggs, vanilla, oil and water. Mix until smooth. Pour batter into 10 inch round cake pan.', 'Bake in preheated oven for 25 to 35 minutes, or until a toothpick inserted into cake comes out clean. Allow to cool before frosting.'"
"'1 1/2 cups butter, softened', ""4 1/2 cups sifted confectioners' sugar"", '1 tablespoon vanilla extract', '6 eggs', '3 1/4 cups all-purpose flour', '2 teaspoons ground cinnamon', '1 teaspoon ground allspice', '16 individually wrapped caramels, unwrapped', '1 1/2 cups apples - peeled, cored and diced'","""Taffy Apple Cake""'Preheat oven to 325 degrees F (165 degrees C). Grease one 10 inch tube or bundt pan.', 'Unwrap and cut each caramel into 8 pieces.', ""In a large mixer bowl cream the butter, confectioners' sugar and vanilla until light and fluffy. Add the eggs, one at a time, beating well after each one."", 'Gradually add the flour, ground cinnamon and ground allspice to the egg mixture. Blend at low speed until thoroughly combined. By hand stir in the caramel pieces and the chopped apples. Pour the batter into the prepared pan.', 'Bake at 325 degrees F (165 degrees C) for 85 to 90 minutes or until cake tester comes out clean. Cool upright in pan for 15 minutes before inverting onto a serving platter. Serve cake warm or cool. If desired top slices with ice cream and caramel sauce. Alternately bake in a 9x13 inch cake pan for 75 to 80 minutes.'"
"'4 eggs', '2 cups white sugar', '1 teaspoon vanilla extract', '2 cups all-purpose flour', '1 teaspoon baking powder', '1 cup milk', '2 tablespoons margarine', '1 1/4 cups peanut butter', '2 pounds milk chocolate candy bar, chopped'","""Tandy Cake""'Preheat oven to 350 degrees F (175 degrees C). Grease and flour a 10x15 inch pan. Sift together the flour and baking powder; set aside.', 'In a large bowl, combine eggs, sugar and vanilla. Beat on high speed of an electric mixer until light and lemon-colored. Beat in the flour mixture. Microwave milk and margarine about 2 minutes, or until it begins to bubble. Stir into batter.', 'Pour batter into 10x15 inch pan. Bake in the preheated oven for 20 to 25 minutes, or until a toothpick inserted into the center of the cake comes out clean.', 'When cake is cool, plop peanut butter all over and spread evenly to the edges. Refrigerate to set, about 1 hour.', 'In a microwave safe dish, melt chocolate and spread evenly over peanut butter layer. Refrigerate to allow chocolate to harden.'"
"'1 (18.25 ounce) package yellow cake mix', '1 (3 ounce) package instant lemon pudding mix', '3/4 cup tangerine juice', '1/2 cup vegetable oil', '4 eggs', '1 teaspoon lemon extract', '1/3 cup tangerine juice', '2/3 cup white sugar', '1/4 cup butter'","""Tangerine Orange Cake""'Preheat oven to 325 degrees F (165 degrees C). Grease a 10 inch Bundt pan or line a muffin pan with paper cups.', 'In a medium bowl, stir together the cake mix and instant pudding. Add the tangerine juice, oil, eggs and lemon extract, mix until well blended. Pour into the prepared pan or pans.', 'Bake for 35 to 40 minutes in the preheated oven, until the cake springs back to the touch. For cupcakes, bake for 15 to 17 minutes. Let cool in the pan for 10 minutes before removing from pan to cool completely.', 'In a small saucepan, combine the remaining tangerine juice, sugar and butter over medium heat. Stir frequently until the mixture is smooth. Drizzle over cooled cake or cupcakes.'"
"'8 ounces dates, pitted', '1 3/4 cups all-purpose flour', '1 teaspoon baking soda', '1/2 cup chopped walnuts', '1 cup butter', '1 cup white sugar', '3 eggs, beaten', '3/4 cup hot water, or as needed'","""Tanya's Date Cake""'Preheat oven to 350 degrees F (175 degrees C). Grease and flour an 8-inch round springform pan.', 'Bring a small saucepan of water to a boil. Add dates and cook until softened, about 5 minutes. Drain dates and transfer to a food processor. Puree dates into a smooth paste.', 'Sift together flour and baking soda into a large bowl. Stir in chopped walnuts until combined and set aside.', 'Beat together butter and sugar in a large bowl with an electric mixer until light and fluffy. Slowly add beaten eggs, allowing them to thoroughly blend into the butter mixture. Stir in ground dates and mix until combined. Pour in flour mixture and stir with a wooden spoon until just incorporated. Add 3/4 cup hot water or as needed to thin the batter into a pourable consistency. Transfer the batter to the prepared pan.', 'Bake cake in the preheated oven until a toothpick inserted into the center comes out clean, 45 to 50 minutes. Cool in the pan for 10 minutes before removing to cool completely on a wire rack.'"
"'2 eggs, beaten', '1 cup sugar', '1 cup all-purpose flour', '1 pinch salt', '2 teaspoons baking powder', '1 teaspoon vanilla extract', '1/2 cup milk, warmed', '1 1/2 tablespoons butter, melted', '1 (16 ounce) container prepared vanilla frosting', '2 (1 ounce) squares bittersweet chocolate, melted'","""Tarred Roof Cake""'Preheat the oven to 350 degrees F (175 degrees C). Grease and flour a 9x13 inch baking pan.', 'In a large bowl, mix together the eggs, sugar, flour, salt, baking powder and vanilla. Stir in the warm milk and butter until well blended. Pour into the prepared pan, and spread evenly.', 'Bake for 35 to 40 minutes in the preheated oven, until a toothpick inserted into the center comes out clean. Cool cake completely before frosting.', 'Spread vanilla frosting over the top of the cake, then drizzle with the bittersweet chocolate. Let the chocolate cool and harden before serving.'"
"'4 cups dried apples', '2 2/3 cups water', '1/2 cup white sugar', '1/2 cup shortening', '1 1/4 cups white sugar', '5/8 cup buttermilk', '3/4 teaspoon baking soda', '1 tablespoon baking powder', '1/4 teaspoon salt', '1 3/4 teaspoons ground ginger', '3 3/4 cups all-purpose flour', '1/2 cup dried apple slices for garnish'","""Tennessee Stack Cake""'In a large saucepan, combine 4 cups of dried apples and water. Bring to a boil, and let simmer over medium-low heat for 30 minutes, or until apples are very soft. Mash the apples slightly, and stir in the sugar. Set aside to cool.', 'Preheat the oven to 400 degrees F (200 degrees C).', 'In a large bowl, cream together the shortening and 1 1/4 cups sugar until light and fluffy. Stir in the buttermilk, baking soda, baking powder, salt and ginger. Mix in the flour about 1 cup at a time to form a stiff dough. Divide dough into 5 equal portions. Pat each portion of the dough into a 9 inch circle on greased cookie sheets.', 'Bake for 6 to 8 minutes in the preheated oven, or until edges are golden. Carefully remove layers to a cooling rack.', 'Stack the layers onto a serving plate, spreading about 3/4 cup of the apple filling between each layer. Spread the rest of the filling over the top layer, and arrange dried apple slices on top for garnish. Let stand overnight before serving.'"
"'2 cups all-purpose flour', '1 1/2 cups brown sugar', '1 teaspoon baking soda', '1 teaspoon ground cinnamon', '1/2 teaspoon salt', '1 cup margarine', '1 cup water', '1/4 cup unsweetened cocoa powder', '1 tablespoon instant coffee granules', '1/3 cup sweetened condensed milk', '2 eggs', '1 teaspoon vanilla extract', '1/4 cup margarine', '1/4 cup unsweetened cocoa powder', '1 tablespoon instant coffee granules', '2/3 cup sweetened condensed milk', ""1 cup confectioners' sugar"", '1 cup slivered, toasted almonds'","""Tex-Mex Sheet Cake""'Preheat oven to 350 degrees F (175 degrees C). Grease and flour an 10x15 inch jelly roll pan.  Combine the flour, baking soda, brown sugar, cinnamon and salt. Set aside.', 'In a small saucepan, melt 1 cup margarine.  Stir in water, 1/4 cup cocoa and 1 tablespoon instant coffee.  Bring mixture to a boil, then remove from heat.', 'Make a well in the center of the dry ingredients.  Pour in the cocoa mixture, then stir in 1/3 cup sweetened condensed milk, eggs and vanilla.  Mix until blended.', 'Pour batter into prepared pan. Bake in the preheated oven for 15 to 20 minutes, or until the cake springs back when lightly touched. Allow to cool.', ""For the coffee glaze:  In a small saucepan, melt 1/4 cup margarine.  Mix in 1/4 cup cocoa, 1 tablespoon instant coffee and  sweetened condensed milk, and confectioners' sugar.  Stir until blended.  Fold in the almonds.  Spread glaze over warm cake."""
"'1 cup water', '1 cup margarine', '1/4 cup unsweetened cocoa powder', '2 cups all-purpose flour', '2 cups white sugar', '1/2 teaspoon salt', '2 eggs', '1/2 cup sour cream', '1 teaspoon baking soda', '1/2 cup margarine', '6 tablespoons milk', '1/4 cup unsweetened cocoa powder', '1 teaspoon vanilla extract', ""1 (16 ounce) box confectioners' sugar""","""Texas Chocolate Sheet Cake""'Preheat oven to 375 degrees F (190 degrees C). Grease a 15 1/2x10 1/2-inch jelly roll pan.', 'Bring water, 1 cup margarine, and 1/4 cup cocoa powder to a boil in a large saucepan; remove from heat and stir in flour, white sugar, and salt. Beat eggs, sour cream, and baking soda in a bowl; stir into flour mixture until just blended. Pour batter into prepared jelly roll pan.', 'Bake in the preheated oven until a toothpick inserted into the center comes out clean, 20 to 22 minutes.', ""Meanwhile, bring 1/2 cup margarine, milk, 1/4 cup cocoa powder, and vanilla extract to a boil in another saucepan; remove from heat and stir in confectioner's sugar until icing is smooth. Spread icing over cake immediately after removing from oven. Allow cake to cool before cutting and serving."""
"'1 1/2 cups red and green candied cherries, quartered', '1 cup candied pineapple, coarsely chopped', '1 1/2 cups dates, pitted and chopped', '1 tablespoon all-purpose flour', '4 1/3 cups chopped pecans', '1 1/2 cups flaked coconut', '1 (14 ounce) can sweetened condensed milk'","""Texas Pecan Candy Cake""'Preheat oven to 250 degrees F (120 degrees C).  Grease and flour a 9 inch tube pan with a removable bottom.', 'Combine cherries, pineapple, and dates; sprinkle with flour, and toss to coat.  Add pecans and coconut; mix thoroughly by tossing.  Stir in the sweetened condensed milk, mixing well.  Spoon into prepared pan, and smooth the top.', 'Bake for 1 1/2 hours.  Cool the cake in pan on a wire rack.  When completely cool, remove from pan.  Wrap in foil tightly.  Refrigerate.  Cut cake when cold.'"
"'1 cup butter or margarine', '1 cup brown sugar', '1/2 cup white sugar', '4 eggs', '1 1/2 teaspoons vanilla extract', '1 1/2 cups water', '1 tablespoon instant coffee granules', '4 cups all-purpose flour', '1 tablespoon unsweetened cocoa powder', '5 teaspoons baking powder', '1 teaspoon salt', '1 cup coarsely chopped pecans', '1 cup heavy cream, chilled', '1/8 teaspoon salt', '1/2 teaspoon vanilla extract', '1/2 cup brown sugar, not packed', '10 pecan halves (optional)'","""Texas Praline Cake""'Preheat the oven to 350 degrees F (175 degrees C). Grease just the bottom of a 10 inch tube pan.', 'In a large bowl, cream together the butter, 1 cup brown sugar and white sugar until smooth. Beat in the eggs one at a time, mixing well after each. Stir in vanilla. Dissolve the coffee crystals in water, and stir into the creamed mixture until blended. Stir together the flour, cocoa, baking powder and salt; stir into the batter until just incorporated. Fold in pecans. Transfer the batter to the prepared pan.', 'Bake for about 55 minutes in the preheated oven, or until a toothpick inserted into the center of the cake comes out clean. Cool cake in pan on a wire rack.', 'In a chilled bowl, stir together the heavy cream, salt, vanilla and remaining 1/2 cup brown sugar so that the sugar is dissolved. Whip using chilled beaters until stiff. Run a knife around the outer edge of the cake in the pan, and tap it out onto a serving plate. Make sure cake is completely cool before frosting. Decorate with pecan halves if you like.'"
"'2 cups baking mix (such as Bisquick ®)', '1/2 cup brown sugar', '3/4 cup chopped pecans', '2 tablespoons instant coffee granules', '1 large egg', '1 cup butter flavored shortening, melted', '1 teaspoon vanilla extract', '1 cup buttermilk', '1/4 cup brown sugar', '1/4 cup chopped pecans', '1/4 cup graham cracker crumbs', '1/4 cup softened butter'","""Texas Praline Coffee Cake""'Preheat an oven to 375 degrees F (190 degrees C). Grease and flour a 10 inch square cake pan.', 'Mix baking mix, 1/2 cup brown sugar, 3/4 cup chopped pecans, and the instant coffee granules in a large bowl.  Whisk together the egg, shortening, buttermilk, and vanilla in a separate large bowl. Stir the dry ingredients into the wet ingredients, mixing just until completely moistened.', 'Pour batter into prepared pan. Mix remaining 1/4 cup brown sugar, 1/4 cup chopped pecans, and the graham cracker crumbs in a small bowl.  Sprinkle topping evenly over batter.', 'Bake in preheated oven until a toothpick inserted in the center comes out clean, about 20 to 25 minutes. Immediately dot top of cake with softened butter.'"
"'1 cup butter', '1 cup water', '4 tablespoons unsweetened cocoa powder', '2 cups all-purpose flour', '2 cups white sugar', '1/2 teaspoon salt', '2 eggs', '1/2 cup sour cream', '1 teaspoon baking soda', '1/2 cup butter', '4 tablespoons unsweetened cocoa powder', '5 tablespoons milk', ""4 cups confectioners' sugar"", '1 teaspoon vanilla extract', '1 cup chopped walnuts'","""Texas Sheet Cake I""'Preheat oven to 375 degrees F (190 degrees C). Grease a 15x10 inch jelly roll pan.', 'Bring 1 cup butter, water and 4 tablespoons cocoa to a boil in a large saucepan. While still hot, remove from heat and add 2 cups flour, 2 cups white sugar, and salt. Mix well. Beat in eggs, sour cream, and baking soda.  Do not beat too long.', 'Pour batter into greased 15x10 inch jelly roll pan. Bake at 375 degrees F (190 degrees C) for 20 to 25 minutes, or until a toothpick inserted into center of cake comes out clean.', ""To Make Icing:   Bring 1/2 cup butter or margarine, 4 tablespoons cocoa and  5 tablespoons milk to a boil. Remove from heat. While still hot, add confectioners' sugar vanilla and nuts. Beat well. Ice cake while icing is still hot."""
"'2 cups all-purpose flour', '2 cups white sugar', '1 cup butter', '1 cup water', '1/2 cup shortening', '1/2 cup unsweetened cocoa powder', '1/2 cup buttermilk', '2 eggs', '1 teaspoon baking soda', '1 1/2 teaspoons vanilla extract', '6 tablespoons milk', ""4 cups confectioners' sugar""","""Texas Sheet Cake II""'Sift together and set aside in large bowl the flour and sugar.', 'In saucepan over medium heat bring to a boil; 1/2 cup margarine or butter, 1/2 cup shortening, 1 cup water, and 4 tablespoons cocoa.', 'Pour cocoa mixture over flour and sugar mixture. Stir in buttermilk, eggs, baking soda, and 1/2 teaspoon vanilla. Mix well and pour into a greased and floured sheet pan.', 'Bake in a preheated 400 degrees F (205 degrees C) oven for 20 minutes.', ""To Make Frosting:  Five minutes before cake is done, bring to boil in a saucepan 1/2 cup margarine or butter, 6 tablespoons milk, and 4 tablespoons cocoa. Remove from heat and immediately stir in the confectioners' sugar, nuts (if desired), and 1/2 teaspoon vanilla extract. Beat until smooth and immediately pour frosting over cake.  Cake may be served warm or at room temperature."""
