index,text
1306,Fabulous Carrot Cake cup butter divide cup pack brown sugar cup granulate sugar egg ounce DOLE ® crush Pineapple drain cup shred DOLE carrot cup DOLE Seedless Raisins teaspoon vanilla extract cup allpurpose flour teaspoon bake soda teaspoon ground cinnamon teaspoon ground ginger teaspoon salt ounce package cream cheese soften cup powder sugar teaspoon grate lemon peel tablespoon lemon juice stir flour baking soda cinnamon ginger salt medium bowl gradually add pineapple mixture beat blend Pour inch grease flour cake pan Bake degree F minute toothpick insert come clean Cool pan minute Remove pan cool completely wire rack beat cream cheese remain cup butter smooth Beat powdered sugar lemon peel juice smooth Spread frost cake garnish additional crushed pineapple grated carrot desire
1307,Fabulous Fudge Chocolate Cake cup allpurpose flour teaspoon bake soda teaspoon salt cup butter cups pack brown sugar egg teaspoon vanilla extract ounce square unsweetened chocolate melt cup sour cream cup boiling water cup butter cup pack brown sugar cup milk cup confectioner sugar Sift flour bake soda salt Set aside large bowl beat cup butter margarine cup brown sugar mix Add egg time Beat vanilla melt chocolate square add sour cream dry ingredient butter mixture blend add remain sour cream dry ingredient batter Stir boiling water Bake grease x inch pan minute let cool minute ice Caramel Icing melt cup butter saucepan Stir cup brown sugar boil minute stir cup milk bring boil Place pan cold water stir confectioner sugar continue stir smooth Spread warm cake
1308,Fabulous Fudge Ribbon Cake ounce package cream cheese cup white sugar egg teaspoon vanilla extract cup allpurpose flour cup white sugar teaspoon bake powder teaspoon salt teaspoon bake soda cup milk tablespoon shorten egg teaspoon vanilla extract ounce square unsweetened chocolate melt ounce square semisweet chocolate tablespoon butter tablespoon water teaspoon vegetable oil separate bowl combine flour cup sugar bake powder soda salt milk shorten egg teaspoon vanilla square melt unsweetened chocolate large mixing bowl Beat minute electric mixer low speed Beat minute medium speed Grease inch square pan Pour half batter pan Spread cream cheese mixture evenly batter remain cake batter cover completely Bake degree F degree C minute cake tester insert center come clean Cool Melt square semisweet chocolate butter water oil blend smooth Spread evenly cool cake
1309,Fabulous OatmealBran Cake cup boiling water cup roll oats cup bran cereal cup white sugar cup pack light brown sugar cup shortening egg teaspoon bake soda teaspoon ground cinnamon teaspoon salt cup allpurpose flour Combine remain ingredient add oat mixture pour inch pan Bake degree F degree C minute muffin bake minute toothpick come clean
1310,Fabulous Orange Cake ounce package yellow cake mix ounce package instant vanilla pudding mix cup sour cream eggs cup vegetable oil cup orange liqueur cup white chocolate chips cup confectioner sugar dust medium bowl stir cake mix pudding mix add sour cream egg oil orange liqueur Mix smooth blend fold white chocolate chip pour mixture prepared pan Bake hour preheated oven cake spring touch Allow cake cool minute pan turn wire rack cool completely cake cool dust confectioner sugar serve
1311,fabulously Sweet Pear Cake fresh pear cup white sugar cup pack brown sugar cup chop pecans cup vegetable oil egg cup allpurpose flour teaspoon salt teaspoon bake soda teaspoon vanilla extract Preheat oven degree F degree C Grease flour x inch pan hand stir blend flour salt bake soda Add dry ingredient pear mixture add oil vanilla egg pour batter prepared pan Bake degree F degree C hour minute
1312,fast Easy LowGuilt Cake ounce package white cake mix   ⅔ cup water ½ cup egg substitute teaspoon vanilla extract teaspoon butter flavor extract large bowl blend cake mix water egg substitute vanilla extract butter flavor low speed moisten Beat medium speed minute Bake minute toothpick insert center come clean Cool cut square
1313,Favorite Chocolate Cake cup cake flour teaspoon bake soda teaspoon salt cup water ounce square unsweetened chocolate cup butter cups white sugar eggs teaspoon vanilla extract cup sour cream Sift flour baking soda salt time Boil water add chocolate stir melt Cream butter margarine sugar add egg mix stir vanilla Blend chocolate mixture cream mixture add flour alternately sour cream beat addition pour batter inch round cake pan Bake degree F degree C minute cake test
1314,Festive Prune Cake cup allpurpose flour teaspoon bake soda teaspoon salt teaspoon ground cinnamon teaspoon ground nutmeg teaspoon ground clove teaspoon ground allspice cup shortening cup white sugar eggs cup prune juice cup prune cook chop cup chop walnut Sift flour bake soda salt ground cinnamon nutmeg clove allspice Set aside Cream shortening white sugar Blend egg time beat minute add dry ingredient alternately prune juice Stir prune nuts Pour batter prepared pan Bake degree F degree C minute
1315,Fig Cake cup allpurpose flour teaspoon ground cinnamon teaspoon ground clove teaspoon ground nutmeg teaspoon bake soda teaspoon bake powder ½ teaspoon salt   ½ cups white sugar cup butter eggs beat cup buttermilk cup chop fresh fig cup chop pecan ½ cup butter ½ cup white sugar ½ cup evaporate milk ½ teaspoon bake soda large bowl cream cup butter cup sugar light fluffy Stir egg Beat flour mixture alternately buttermilk mix incorporate Fold chop fig pecan pour batter prepared pan Bake preheated oven minute toothpick insert center cake come clean Allow cool icing large saucepan mix butter sugar evaporate milk baking soda bre boil stirring sugar dissolve cook stir mixture turn brown reach soft ball stage candy thermometer degree F degree C Cool lukewarm degree F Pour small bowl beat thicken spread consistency quickly spread ice cool cake
1316,Fig Cake II cup allpurpose flour teaspoon salt teaspoon ground cinnamon teaspoon ground nutmeg teaspoon ground allspice teaspoon vanilla extract eggs cups white sugar cup vegetable oil cup buttermilk teaspoon bake soda teaspoon hot water teaspoon vanilla extract cup can fig juice chop cup chop pecans cup white sugar cup buttermilk teaspoon bake soda tablespoon light corn syrup cup butter teaspoon vanilla extract large bowl beat egg electric mixer thick lemon color Beat cup sugar cup oil Combine buttermilk dissolve baking soda Beat flour mixture alternately buttermilk mixture Stir teaspoon vanilla fig nuts Pour prepared pan Bake preheated oven minute Remove pan pour hot buttermilk icing warm cake Buttermilk icing heavy saucepan combine cup sugar cup buttermilk teaspoon bake soda corn syrup butter Bring boil cook soft ball stage degree F degree C Remove stove stir vanilla Pour warm cake
1317,Fig Spice Cake pound dry fig ½ cup buttermilk   ½ cup allpurpose flour teaspoon bake powder ½ teaspoon bake soda teaspoon salt ½ teaspoon ground cinnamon ¼ teaspoon ground clove ½ cup butter cup white sugar eggs teaspoon vanilla extract cup chop walnut cut fig inch cube set aside medium bowl combine reserve fig liquid buttermilk set aside Sift flour bake powder bake soda salt cinnamon clove set aside large bowl cream butter sugar light fluffy Beat egg time stir vanilla Beat flour mixture alternately buttermilk mixture Stir chop fig walnut Pour prepared inch tube pan Bake preheated oven minute toothpick insert center cake come clean Cool pan minute turn wire rack cool completely
1318,fill Rhubarb Coffee Cake ¼ teaspoon ground cinnamon teaspoon white sugar cup milk tablespoon lemon juice ½ cup shortening   ½ cup white sugar egg teaspoon vanilla extract cup allpurpose flour teaspoon bake soda ½ teaspoon salt cup chop fresh rhubarb ⅓ cup brown sugar ⅓ cup white sugar teaspoon ground cinnamon cup chop walnuts teaspoon white sugar taste ¼ teaspoon ground cinnamon taste Mix teaspoon cinnamon teaspoon sugar small bowl Pour mixture grease cake pan tilt pan tap coat inside pan cinnamon sugar Pour loose cinnamon sugar Mix lemon juice milk large measuring cup let stand minute sour mix shortening cup sugar large bowl smooth beat egg vanilla extract Whisk flour bake soda salt separate bowl gradually add dry ingredient moist ingredient alternate sour milk smooth batter Stir rhubarb batter Pour half batter prepared cake pan Stir brown sugar cup white sugar teaspoon cinnamon walnut bowl sprinkle nut mixture batter Pour remain batter nut mixture Bake preheated oven toothpick insert center cake come clean minute hour Cool pan minute remove serve platter Stir teaspoon white sugar teaspoon cinnamon sprinkle sugar mixture cake
1319,Flavor Pound Cake cup butter soften cup shortening cup white sugar egg beat cup allpurpose flour teaspoon bake powder cup milk teaspoon coconut extract teaspoon lemon extract teaspoon rum flavor extract teaspoon butter flavor extract teaspoon vanilla extract cup white sugar cup water teaspoon coconut extract teaspoon rum flavor extract teaspoon butter flavor extract teaspoon lemon extract teaspoon vanilla extract large mixing bowl cream butter shortening cup sugar light fluffy Add egg beat smooth Beat flour mixture alternately milk mixture begin end flour mixture spoon mixture prepared pan Bake hour cake test Cool pan wire rack minute Turn cake pan wire rack Place wax paper rack catch glaze dripping slowly spoon Flavor Glaze hot cake Cool completely Flavor Glaze saucepan combine cup sugar water teaspoon coconut lemon rum butter vanilla extract bring boil stirring sugar dissolve
1320,Flavor Pound Cake II cup butter cup vegetable oil egg cups white sugar cups allpurpose flour teaspoon bake powder teaspoon salt cup milk teaspoon coconut extract teaspoon rum flavor extract teaspoon butter flavor extract teaspoon lemon extract teaspoon vanilla extract cup water cup white sugar teaspoon almond extract Sift flour baking powder salt Cream butter margarine oil sugar fluffy Add egg time beat addition mix flour mixture alternately milk begin end flour mix stir teaspoon coconut flavor butter flavoring rum extract lemon extract vanilla extract Pour batter prepared pan Bake hour cake test small saucepan combine water sugar teaspoon coconut flavor butter flavoring rum extract vanilla extract almond extract Boil sugar dissolve completely spoon hot cake Cool cake
1321,Flag Cake ounce loaf prepare pound cake slice cup mix berry fruit juice teaspoon agaragar powder cup slice fresh strawberries cup fresh blueberry pint heavy cream cup honey cup fresh blueberry cup fresh strawberry halve large bowl whip heavy cream foamy peak form Beat honey stiff peak form spread whip cream cake arrange blueberry whip cream star flag Place strawberry half whip cream resemble stripe flag
1322,Flax Seed Carrot Cake egg white cup white sugar cup nonfat milk cup applesauce teaspoon vanilla extract teaspoon almond extract optional cup wheat flour cup allpurpose flour tablespoon ground flax seed teaspoon ground cinnamon teaspoon ground nutmeg teaspoon ground clove teaspoon bake soda cup chop walnuts cup raisin ounce crushed pineapple drain cup grate carrot Whisk egg white sugar milk applesauce vanilla almond extract small bowl mix blend large bowl sift flour wheat flour flax seed cinnamon nutmeg clove bake soda mix egg flour stir blend Fold walnuts raisin carrot drain pineapple Pour batter prepared pan Bake preheat oven toothpick insert center come clean necessarily dry minute Set aside cool minute refrigerate overnight
1323,Flourless Banana Honey Cake ripe bananas cup honey tablespoon vegetable oil egg separate cup chop walnuts ground cinnamon taste optional teaspoon ground nutmeg taste optional teaspoon ground allspice taste optional salt taste Bake banana preheated oven peel turn black flesh tender mushy minute Remove oven let cool room temperature minute reduce oven temperature degree F degree C lightly grease loaf pan Split banana peel sharp knife transfer flesh large bowl Add honey oil beat electric mixer low speed combine Beat egg yolk time Add walnut cinnamon nutmeg allspice batter Beat egg white salt glass metal ceramic bowl soft peak form fold beat egg white batter Pour prepared loaf pan Bake preheated oven toothpick insert center come clean minute invert plate let cool
1324,Flourless Chocolate Cake cup water teaspoon salt cup white sugar ounce square bittersweet chocolate cup unsalte butter egg small saucepan medium heat combine water salt sugar Stir completely dissolve set aside half double boiler microwave oven melt bittersweet chocolate pour chocolate bowl electric mixer cut butter piece beat butter chocolate piece time Beat hot sugarwater slowly beat egg time pour batter prepared pan pan large cake pan ready cake pan large pan fill pan boiling water halfway side cake pan Bake cake water bath degree F degree C minute center look wet Chill cake overnight pan unmold dip cake pan hot water second invert serve plate
1325,Flourless Chocolate Cake II ounce square semisweet chocolate chop cup butter cup white sugar cup cocoa powder egg beat teaspoon vanilla extract double boiler lightly simmer water melt chocolate butter Remove heat stir sugar cocoa powder egg vanilla Pour prepared pan Bake preheat oven minute let cool pan minute turn wire rack cool completely slice reheat second microwave serve
1326,Flourless Chocolate Espresso Cake Cake tablespoon instant espresso powder tablespoon hot water cup LAND O LAKES ® Unsalted Butter ounce highquality bittersweet chocolate baking bar break small piece cup sugar LAND O LAKES ® Eggs cup unsweetene cocoa powder Espresso Whipped Cream teaspoon instant espresso powder teaspoon hot water cup LAND O LAKES ® Heavy Whipping Cream chill cup sugar tablespoon powder sugar teaspoon extra fine edible glitter Wrap outside inch springform pan aluminum foil line pan parchment paper Butter parchment paper side pan Combine tablespoon instant espresso powder tablespoon hot water bowl set aside Place butter chocolate quart nonstick saucepan Cook medium heat stir occasionally melt Remove heat stir espresso mixture Add sugar beat whisk combine Add egg time whisk addition Whisk cocoa mixed Pour cake prepared pan Place springform pan center large roasting pan Place roast pan oven Fill space springform pan slowly hot water inch side pan Bake minute center cake set Remove springform pan roast pan Place cool rack remove foil Cool completely combine teaspoon instant espresso powder teaspoon hot water bowl set aside Beat chill whipping cream cup sugar chill bowl high speed scrape bowl stiff peak form Stir espresso mixture Combine powder sugar edible glitter bowl Remove side springform pan place cake serve plate Place snowflake stencil cake Recipe Tips lightly dust cake powdered sugar mixture carefully remove stencil Serve espresso whip cream
1327,Flourless Chocolate Mousse Cake ounce bittersweet chocolate chop cup margarine cup white sugar separate egg separate Melt chocolate margarine saucepan low heat Remove heat cool room temperature beat half sugar egg yolk large bowl electric mixer light fluffy Stir chocolate mixture combine Beat egg white separate bowl electric mixer foamy gradually add remaining sugar continue beat stiff peak form Spoon chocolate mixture beat egg white rubber spatula gently run spatula edge mixture lift center repeat incorporate Add remain chocolate mixture fold batter smooth Pour batter inch square pan Bake preheated oven edge puff surface firm minute Set pan wire rack allow cake cool room temperature minute Spread remain batter cake Refrigerate completely chill minute
1328,Flourless Coconut Almond Cake cup almond meal cup coconut flake cups caster superfine sugar egg teaspoon vanilla extract cup unsalted butter melt cool tablespoon almond slice tablespoon confectioner sugar taste Mix almond meal caster sugar coconut large bowl Beat egg cool melted butter vanilla whisk smooth pour bowl almond meal mixture fold smooth batterlike pour batter prepared pan Sprinkle almond slice batter Bake preheat oven cake firm minute cool cake pan minute remove baking rack cool completely Dust cool cake confectioner sugar
1329,Fluffy Banana Cake banana break chunk cup sift allpurpose flour teaspoon bake powder teaspoon bake soda teaspoon salt cup shortening cup white sugar eggs teaspoon vanilla extract cup buttermilk cup whip heavy cream large bowl combine shorten sugar egg vanilla Beat Blend buttermilk Add sift flour mixture alternately mash banana egg mixture beat Pour batter prepared pan Bake cake minute Remove pan cool wire rack Fill frost cake whip cream
1330,Fluffy Cake Doughnuts cup allpurpose flour cup white sugar teaspoon bake powder teaspoon ground nutmeg teaspoon ground cinnamon teaspoon salt cup milk egg beat teaspoon vanilla extract tablespoon shortening cup confectioner sugar tablespoon hot water teaspoon almond extract large bowl mix flour sugar bake powder nutmeg cinnamon salt Stir milk egg vanilla shorten Beat blend Fill doughnut cup approximately Bake minute preheated oven doughnut spring touch Allow cool slightly remove pan glaze blend confectioner sugar hot water almond extract small bowl Dip doughnut glaze serve
1331,Egg Yellow Cake cup shortening cup white sugar egg teaspoon vanilla extract cup allpurpose flour teaspoon bake powder teaspoon salt cup milk Cream shortening sugar Beat egg vanilla separate bowl combine flour baking powder salt Add cream mixture alternately milk mix pour batter prepared pan Bake minute cake test Cool
1332,fourteen K Carrot Cake cup sift allpurpose flour teaspoon bake powder teaspoon bake soda teaspoon salt teaspoon ground cinnamon cups white sugar cups vegetable oil egg ounce jars carrot baby food cup crush pineapple drain cup chop walnuts cup flake coconut Mix flour bake powder bake soda salt ground cinnamon Stir white sugar add oil egg mix stir carrot pineapple chop nut coconut Pour batter prepared pan Bake degree F degree C minute toothpick insert center come clean
1333,fourteen Layer Chocolate Cake cup shortening cup butter cups white sugar eggs cup milk cup selfrise flour teaspoon vanilla extract cups white sugar cup butter cup unsweetene cocoa powder cup water cup evaporate milk large bowl cream shortening cup butter cup sugar light fluffy add egg time beat addition stir vanilla add flour alternately cup milk beat Pour cup batter prepared pan spread evenly need bake layer batch Bake minute preheated oven layer dry brown frosting saucepan medium heat combine cups sugar cup butter cocoa water cup evaporate milk bring mixture rolling boil stir frequently boil minute Remove heat beat minute electric mixer Stack cake layer ice let icing run side cake Smooth side remain icing
1334,Fragrant Healthy Carrot Cake ¾ cup wheat flour ¾ cup cake flour ½ cup pack brown sugar tablespoon ground cinnamon tablespoon carob powder optional teaspoon bake powder teaspoon bake soda ½ teaspoon salt   ½ tablespoon molasse ¼ cup vegetable oil egg orange juice zest   ½ teaspoon grate lemon zest ½ cup raisin dry fig chop tablespoon poppy seed cup grate carrot ¼ cup chop pecan large bowl stir wheat flour cake flour brown sugar cinnamon carob bake powder baking soda salt center pour molasse oil egg orange juice Mix dry ingredient moisten stir orange zest lemon zest raisin figs poppy seed carrot pecan evenly distribute Pour prepared pan Bake hour minute preheated oven knife insert center cake come clean Cool minute remove pan
1335,Frankenstein Ice Cream Cake gallon mint chocolate chip ice cream cup heavy whipping cream cup white sugar pouch whip cream stabilizer Dr Oetker ® Whip teaspoon vanilla extract drop green food color desire cup crush chocolate sandwich cookie Oreo ® cup melt butter tablespoon hot fudge sauce need tablespoon chocolate sprinkle desire chocolate sandwich cookie Oreo ® Beat cream bowl electric mixer stiff peak form Add white sugar whip cream stabilizer vanilla extract green food color whip cream beat stiff peak form Scoop soften ice cream large bowl stir uniform consistency reach ice cream not completely melt firm hold form Scoop ice cream loaf pan spread evenly spatula try avoid create air bubble Mix crush cookie melt butter bowl Pat cookie mixture ice cream hair freeze hour run knife edge pan carefully flip upsidedown cake platter return cake freezer firm minute Spread whip cream evenly side cake freeze cake solid hour spoon hot fudge sauce cake create eye mouth hairline hot fudge area sprinkle Place cookie cake neck bolt freeze cake ready eat
1336,Franklin Nut Cake cup butter cups white sugar eggs cup allpurpose flour teaspoon bake powder cup candy cherries cup candy pineapple chunk cup chop pecans teaspoon salt teaspoon vanilla extract large bowl cream butter sugar light fluffy Add egg time Sift cup flour bake powder salt Mix remain flour fruit nuts Stir batter Add vanilla Pour tube pan Bake degree hour Cool pan
1337,French Chocolate Cake cup white sugar ounce square semisweet chocolate cup unsalted butter cube teaspoon vanilla extract egg separate cup sift allpurpose flour dash cream tartar salt taste confectioner sugar dust optional Set aside tablespoon sugar Place chocolate butter remain sugar large heavybase pan Cook moderate heat chocolate butter melt sugar dissolve Remove pan heat Stir vanilla leave mixture cool slightly beat egg yolk chocolate mixture time beat addition stir flour large bowl scrupulously clean greasefree beat egg white foamy add cream tartar salt beat stiff peak sprinkle reserve sugar egg white beat stiff glossy Use whisk spatula fold egg white chocolate mixture carefully fold remain white carefully pour batter prepared tin tap tin gently release air bubble Bake rise skewer insert center cake come clean minute hour check cake minute cake appear rise unevenly rotate minute cake start crack brown place piece foil lightly Transfer cake wire cool rack remove side springform tin Cool completely remove base attempt remove cake completely cool cake fragile
1338,Fresh Apple Cake MeMom cup allpurpose flour cup white sugar teaspoon bake soda tablespoon ground cinnamon teaspoon ground allspice teaspoon salt teaspoon ground clove teaspoon ground nutmeg eggs cup vegetable oil cup buttermilk tablespoon pure vanilla extract cup slice apple cup chop pecans cup margarine cup brown sugar tablespoon allpurpose flour cup milk tablespoon pure vanilla extract Mix cup allpurpose flour white sugar bake soda cinnamon allspice salt clove nutmeg bowl Beat egg separate large bowl add vegetable oil buttermilk tablespoon vanilla Beat smooth Pour egg mixture flour mixture stir large spoon fold apple pecan batter Pour batter prepared pan Bake preheated oven knife insert center cake come clean minute cool cake pan Cook stir margarine brown sugar saucepan medium heat sugar dissolve minute add tablespoon flour stir constantly combine Stir milk tablespoon vanilla Cook stir thicken minute Invert cake plastic cake carrier container poke hole entire cake knife Pour hot ice entire cake pour remain ice center cake icing absorb cake overnight
1339,Fresh Apple Cake cup white sugar cup butter egg cup allpurpose flour teaspoon bake soda pinch salt teaspoon ground cinnamon teaspoon vanilla extract cup apple peel core chop cup chop walnut large bowl cream butter sugar fluffy add egg beat add vanilla add flour mixture beat fold chop apple nuts Pour batter grease inch cast iron skillet cake pan Bake degree F degree C minute toothpick insert cake come clean
1340,Fresh Apple Cake II cup chop apple cups white sugar cups allpurpose flour teaspoon bake soda teaspoon ground cinnamon teaspoon salt cup vegetable oil egg beat teaspoon vanilla extract cup chop walnut large bowl stir oil egg vanilla add apple sugar mix stir dry ingredient nuts Pour prepared pan spread evenly Bake preheated oven minute cake spring touch
1341,Fresh Apple Cake III cup allpurpose flour teaspoon bake soda teaspoon salt cup vegetable oil cup white sugar egg beat teaspoon vanilla extract cup apple peel core diced cup chop walnuts cup margarine cup light brown sugar cup evaporate milk chop walnut large bowl whisk oil sugar egg vanilla Stir flour mixture fold apple walnut pour batter prepared pan Bake preheated oven minute toothpick insert center cake come clean Allow cool frosting saucepan melt butter brown sugar medium heat Stir evaporated milk bring mixture boil cook minute stir constantly Remove heat Allow mixture cool fill frost cake layer Sprinkle walnut desire
1342,Fresh Apple Cake cup vegetable oil cup white sugar egg beat teaspoon vanilla extract cup allpurpose flour teaspoon bake soda teaspoon salt teaspoon ground cinnamon teaspoon ground nutmeg cup apple peel core diced cup chop walnuts cup raisin optional ounce container cream cheese frost cup finely chop walnut beat oil egg vanilla sugar Sift flour bake soda salt cinnamon nutmeg Add egg mixture stir apple nut raisin Pour prepared pan bake degree F degree C hrs cake tester insert center come clean Cool frost cream cheese ice Sprinkle cup fine chop nut
1343,Fresh Apple Spice Cake cup thinly slice apple cup water tablespoon white sugar cups butter cups white sugar eggs cup allpurpose flour cup wheat flour teaspoon bake soda teaspoon ground cinnamon teaspoon ground nutmeg teaspoon ground clove teaspoon salt cup raisin Place apple water tablespoon sugar saucepan Cook cover medium heat tender approximately minute remove apple mixture heat set aside large bowl cream butter remain cup white sugar Beat egg apple mixture include liquid stir allpurpose flour wheat flour bake soda salt ground cinnamon ground nutmeg ground clove beat flour mixture apple mixture thoroughly moisten Stir raisin turn batter prepared pan Bake degree F degree C hour minute cake test let cake cool rack make serving
1344,Fresh Apple Walnut Cake cup allpurpose flour teaspoon bake soda teaspoon ground cinnamon teaspoon salt apple peel core slice cup white sugar cup brown sugar cup vegetable oil egg teaspoon vanilla extract cup chop walnut Combine apple white sugar set aside large bowl mix brown sugar oil egg vanilla Stir apple mixture flour mixture Fold walnut pour batter prepared pan Bake preheated oven minute toothpick insert center cake come clean Allow cool
1345,Fresh ApricotHoney Sponge Cake russian Style tablespoon butter plus pan tablespoon bread crumb fresh apricot pit slice cup honey large egg separate cup white sugar cup white sugar tablespoon milk cup allpurpose flour teaspoon bake powder cup crush walnuts Melt butter small saucepan medium heat add slice apricot drizzle honey Cover cook gently apricot soften allow cool room temperature beat egg white soft peak electric mixer slowly pour sugar continue beat stiff peak set aside beat egg yolk low speed second slightly thicken slowly pour sugar continue beat thicken lightcolore Beat milk sift flour bake powder fold yolk cool apricot mixture walnut egg white combined Pour prepared pan bake middle preheated oven toothpick insert center come clean minute loosen cake run knife edge pan Invert cake plate place plate cake flip rightsideup cool completely serve
1346,Fresh Blueberry Cake cup allpurpose flour teaspoon bake powder cup white sugar teaspoon salt cup shortening cup milk egg teaspoon lemon zest cup blueberrie Sift flour bake powder sugar salt large bowl beat shortening separate bowl creamy stir flour mixture alternate milk Beat flourshortene mixture mix minute add egg beat mixed minute Combine lemon zest blueberry bowl fold batter Pour batter prepared pan Bake preheated oven toothpick insert center come clean minute
1347,Fresh Coconut Cake Fresh Coconut Cake cup coconut drain meat grated cup milk need cup allpurpose flour teaspoon bake powder teaspoon salt cup butter room temperature cup shortening cup white sugar egg room temperature teaspoon vanilla extract Coconut Frosting cup water cup white sugar teaspoon cream tartar pinch salt egg white teaspoon vanilla extract cup butter room temperature cup grate fresh coconut small bowl sift flour baking powder salt Set aside beat butter shortening cup sugar electric mixer large bowl light fluffy mixture noticeably light color add roomtemperature egg time allow egg blend butter mixture add beat vanilla egg Pour flour mixture alternately coconutmilk mixture mixing incorporate Fold cup grate coconut mix evenly combine Pour batter prepared pan Bake preheated oven cake golden tester insert center come clean minute cool completely wire rack icing saucepan combine cup water cup sugar cream tartar pinch salt Bring boil stirring occasionally stop stir mixture boil Cook sugar syrup reach soft ball stage candy thermometer degree F degree c not thermometer drop little sugar syrup cup cold water syrup ready form soft ball hold shape syrup boil whip egg white mediumhigh speed stiff dry carefully pour hot syrup bowl beat constantly high speed beat mixture cool touch Drop butter tablespoon time egg white mixture beat constantly mixture deflate butter add mix butter incorporate frost fluff Blend vanilla Spread buttercream layer Sprinkle grate coconut frosted layer
1348,Fresh Coconut Layer Cake cup heavy whipping cream cup white sugar tablespoon cream coconut tablespoon cornstarch tablespoon coconut milk cup unsalted butter soften cup grate fresh coconut cup allpurpose flour tablespoon bake powder teaspoon salt cups white sugar eggs cup unsalted butter cube tablespoon vanilla extract cup coconut milk ounce cream cheese soften cup unsalted butter soften teaspoon salt cup sift confectioner sugar tablespoon coconut milk tablespoon vanilla extract cup white sugar cup water teaspoon vanilla extract cup shred coconut preheat oven degree F degree C Grease inch round cake pan line bottom parchment paper Grease paper flour pan lightly tap excess Sift flour bake powder salt Set aside Place cup sugar egg large mixing bowl beat electric mixer minute gradually add cup butter tablespoon vanilla extract cup coconut milk continue beat minute add flour mixture beat minute pour batter evenly prepared cake pan Bake center oven minute wooden toothpick insert center come clean Cool cake pan rack minute Unmold cake carefully peel paper allow cool completely rack prepare icing beat cream cheese cup butter Add teaspoon salt confectioner sugar tablespoon coconut milk tablespoon vanilla beat smooth Prepare syrup place cup sugar cup water teaspoon vanilla extract small saucepan bring boil continue boil stir minute Remove heat brush cake layer syrup pastry brush not use syrup assemble cake place cake layer serve platter spread layer reserve filling cake layer spread cake filling remain cake layer Ice side cake sprinkle cup shred fresh coconut
1349,Fresh Cranberry Cake cup allpurpose flour tablespoon bake soda teaspoon salt cup white sugar tablespoon butter melt egg beat cup milk cup fresh cranberry cup white sugar cup butter cup heavy whipping cream teaspoon vanilla extract Combine flour baking soda salt bowl Beat cup sugar tablespoon melt butter whisk mix Add egg beat smooth Stir flour mixture milk egg mixture batter blend Fold cranberry batter mixed pour prepared bake dish Bake preheated oven toothpick insert center come clean minute sauce heat cup sugar cup butter heavy cream vanilla extract saucepan mediumlow heat cook stir cream sauce sugar dissolve minute pour hot sauce hot cake Allow cake cool baking dish minute remove cool completely wire rack
1350,Fresh Fig Cake cup butter soften cup white sugar egg cup allpurpose flour teaspoon salt teaspoon bake powder cup evaporate milk teaspoon vanilla extract teaspoon almond extract cup chop fresh fig cup pack brown sugar cup water cup chop fresh fig tablespoon lemon juice medium bowl sift flour salt bake powder Set aside large mixing bowl cream butter sugar fluffy Add egg beat add flour mixture alternately evaporated milk fold vanilla almond extract chop fig Divide prepared inch round cake pan Bake degree F degree C minute toothpick insert center come dry filling saucepan combine cup fig brown sugar water lemon juice bre boil Reduce heat simmer cook thicken minute spread thinly layer cake
1351,Fresh Fruit Cake egg white tablespoon water cups white sugar egg yolk cup allpurpose flour teaspoon bake powder tablespoon cornstarch cup water ounce sweeten condense milk egg yolk cup slice strawberries cup slice peach cup blueberries cups whip cream Combine egg white water large glass metal bowl Whip egg white soft peak large bowl continue whip gradually add sugar egg white stand stiff peak continue whip medium speed add egg yolk time Combine flour bake powder fold gently batter Pour batter prepared cake pan Bake preheated oven toothpick insert center come clean minute cool cake pan minute turn wire rack cool completely stir cornstarch water small bowl dissolve set aside medium saucepan beat sweeten condense milk egg yolk bring mixture boil mediumhigh heat stir constantly Stir cornstarch mixture fill thicken remove heat set aside cool mix strawberry peach blueberry medium bowl thread bread knife slice cool cake half horizontally spread mixed fruit half cake pour fruit juice berry moisten cake spread cream fill fruit half cake Frost cake whip cream favorite white frost
1352,Fresh Grapefruit Cake cup butter soften cup white sugar egg teaspoon vanilla extract teaspoon grate grapefruit zest cup fresh grapefruit juice cup milk cup sift cake flour teaspoon bake powder teaspoon salt Sift flour bake powder salt Set aside large bowl cream butter sugar light fluffy Beat egg time stir vanilla grapefruit zest beat flour mixture alternately grapefruit juice milk Pour batter prepared pan Bake preheated oven minute toothpick insert center cake come clean let cool pan minute turn wire rack cool completely
1353,Fresh Lemon Bundt Cake cup butter soften cup white sugar large egg cup allpurpose flour cup fresh lemon juice large lemon zest Beat butter sugar electric mixer large bowl light fluffy mixture noticeably light color Add egg time alternate flour allow egg portion flour blend butter mixture add Stir lemon juice zest flour mixture batter combine pour prepared pan Bake preheat oven toothpick insert center cake come clean minute
1354,Fresh Orange Refrigerator Cake cup fresh orange juice cups white sugar ounce package unflavore gelatin cup lemon juice teaspoon salt cup heavy whipping cream cup dice orange segment ounce package ladyfinger pint fresh strawberry Combine cup orange juice sugar saucepan heat sugar dissolve Remove heat Soften gelatin cup orange juice stir hot juice Add remain orange juice lemon juice salt Chill slightly thicken Whip cream stiff fold gelatin mixture Fold orange section spoon prepared pan Chill hour remove side pan place serve plate Garnish fresh strawberry
