title,ingredients
Date Nut Loaf Cake,"['dates, pitted  chopped', 'water', 'butter', 'white sugar', 'baking soda', 'all-purpose flour', ', beaten', 'vanilla extract', 'chopped walnuts', 'butter', 'heavy cream', 'brown sugar']"
Date Nut Mayonnaise Cake,"['dates, pitted  chopped', 'baking soda', 'boiling water', 'all-purpose flour', 'white sugar', 'mayonnaise', 'chopped walnuts', 'water', ', beaten', 'white sugar', 'butter', 'lemon zest', 'lemon juice']"
David's Yellow Cake,"['butter', 'white sugar', 'yolks', 'milk', 'vanilla extract', 'cake flour', 'baking powder', ' salt']"
Death By Chocolate Cake,"[' packages ladyfinger cookies', 'dark rum', 'butter', ' packages semisweet chocolate chips', ', ', 'heavy cream', 'white sugar', 'vanilla extract', 'vegetable oil', 'semisweet chocolate chips']"
Debbie's Red Rhubarb Chocolate Cake,"[' package chocolate cake mix', 'water', 'vegetable oil', '', 'chopped rhubarb', ' package cherry flavored Jell-O® mix', 'white sugar']"
Deb's Millionaire Cake,"[' package moist white cake mix', 'butter', 'water', 'semisweet chocolate chips', 'peanut butter']"
Decadent Chocolate Orange Cake,"['peels, cut strips', 'white sugar', 'orange marmalade', 'unsalted butter, softened', 'vanilla extract', 'white sugar', '', 'cake flour', 'baking powder', 'baking soda', 'orange juice', 'heavy cream', 'unsalted butter', 'semisweet chocolate chips', ' package cream cheese, softened', 'white sugar', 'orange marmalade']"
Deep Chocolate Raspberry Cake,"[' squares semi-sweet chocolate', ' squares unsweetened chocolate', ', ', 'all-purpose flour', 'butter, ', 'white sugar', 'vanilla extract', ' squares semisweet chocolate', 'heavy whipping cream', ' package frozen raspberries, thawed', 'seedless raspberry preserves']"
Deep Dark Chocolate Peppermint Cake,"['sifted cake flour', ' salt', ' squares unsweetened chocolate', 'butter', 'white sugar', 'yolks', 'milk, ', 'vanilla extract', 'baking soda', 'Seven-Minute Frosting', 'crushed peppermint hard cies', 'red food coloring']"
Deep-Dish Cheesecake Coffee Cake,"['buttermilk baking mix', 'white sugar', 'butter, melted', 'milk', 'white sugar', 'vanilla extract', '', ' package cream cheese, softened', 'strawberry, apricot or raspberry preserves']"
Deep South Eggnog Cake,"['½ cup butter, ', '¼ cups white sugar', ', ', 'vanilla extract', '¼ teaspoon finely grated lemon peel', 'all-purpose flour', 'baking powder', ' salt', 'prepared eggnog ', 'bourbon whiskey', '¼ cup all-purpose flour', '¼ teaspoon salt', '½ cups prepared eggnog ', 'butter, ', '½ cups white sugar', '½ teaspoons vanilla extract', '¼ teaspoon rum-flavored extract', '⅛ teaspoon finely grated lemon peel', '½ cup finely chopped toasted pecans ']"
Dee's Hot Milk Sponge Cake,"['milk', 'butter', '', 'white sugar', 'all-purpose flour', 'baking powder', 'vanilla extract']"
Delicious Apple Cake,"['white sugar', 'vegetable oil', '', 'vanilla extract', ' salt', 'all-purpose flour', 'baking soda', '- peeled, cored,  sliced']"
Delicious Moist Poppy Seed Cake,"['cake flour', ' salt', 'lemon zest', 'poppy seeds', 'white sugar', 'unsalted butter, softened', '', 'white sugar', 'lemon juice']"
Delightful Carrot Cake,"['', 'white sugar', ' jars carrot baby food', 'vanilla extract', 'vegetable oil', 'all-purpose flour', 'baking soda', 'ground cinnamon', ' salt', ' can crushed pineapple, drained', 'chopped walnuts', 'raisins']"
Delightfully Exotic Mango Cake,"['canned sweetened mango pulp', 'white sugar', 'margarine', ' eggs', 'all-purpose flour', 'baking powder', 'baking soda', 'whole almonds, or as desired ']"
Depression Cake I,"['shortening', 'water', 'raisins', 'ground cinnamon', 'ground nutmeg', 'ground allspice', 'ground cloves', 'white sugar', 'all-purpose flour', 'baking soda']"
Depression Cake II,"['packed brown sugar', 'hot water', 'bacon grease', 'raisins', 'all-purpose flour', ' salt', 'baking soda', 'ground cinnamon', 'ground cloves']"
Depression Cake III,"['strong brewed coffee', 'white sugar', 'butter', 'raisins', 'ground allspice', 'ground cinnamon', 'all-purpose flour', 'baking soda', 'baking powder']"
Devil's Food Cake I,"['butter', ' squares unsweetened chocolate', 'white sugar', '', 'water', 'all-purpose flour', 'baking soda', ' salt', 'milk', 'distilled white vinegar']"
Devil's Food Cake II,"[' squares unsweetened chocolate, chopped', 'sifted cake flour', 'white sugar', 'baking soda', ' salt', 'shortening', 'milk', 'vanilla extract', '']"
Diana's Guinness® Chocolate Cake with Guinness Chocolate Icing,"['unsweetened cocoa powder', 'all-purpose flour', 'baking soda', 'Irish stout beer ', 'unsalted butter', 'dark chocolate, chopped', 'superfine white sugar', '', 'creme fraiche', 'unsalted butter', 'dark chocolate, chopped', 'Irish stout beer ', 'cream cheese, softened', 'unsweetened cocoa powder', 'vanilla extract', confectioners' sugar, or more as needed]"
Diane's German Chocolate Cake,"[' package butter cake mix', ' package instant vanilla pudding mix', 'unsweetened cocoa powder', 'buttermilk', 'vegetable oil', '', ' can evaporated milk', 'white sugar', 'chopped pecans', 'vanilla extract', 'yolks', 'butter', 'flaked coconut']"
Dinette Cake,"['cake flour', 'white sugar', 'baking powder', ' salt', 'shortening', 'milk', 'vanilla extract', '']"
Dirt Cake I,"['butter, softened', ' package cream cheese, softened', confectioners' sugar, ' packages instant vanilla pudding mix', 'milk', ' container frozen whipped topping, thawed', 'chocolate swich cookies with creme filling']"
Dirt Cake II,"[' package chocolate swich cookies with creme filling', 'butter, softened', ' package cream cheese, softened', confectioners' sugar, 'vanilla extract', ' packages instant chocolate pudding mix', 'milk', ' container frozen whipped topping, thawed', 'worms']"
Dirt Cake III,"[' package chocolate swich cookies', 'butter, melted', ' packages instant vanilla pudding mix', 'milk', ' package cream cheese', ' container frozen whipped topping, thawed']"
Dirty Snow Cake,"[' package white cake mix', 'crushed chocolate swich cookies', 'heavy whipping cream', 'white sugar', 'chocolate swich cookie crumbs', 'heavy whipping cream', 'white sugar']"
Doberge Cake (Dobash),"[' package white cake mix ', 'baking powder', 'all-purpose flour', 'white sugar', 'water', 'vegetable oil', 'whites', ' package instant chocolate pudding mix', 'milk', ' package cream cheese, softened', 'butter, softened',  box confectioners' sugar, 'unsweetened cocoa powder', 'vanilla extract', 'milk, or as needed']"
Doberge Cake,"['Cake:', ', ', 'sifted cake flour', 'baking powder', 'butter, ', 'white sugar', ' salt', 'milk, ', 'lemon juice', 'vanilla extract', 'Custard:', 'white sugar, ', ' salt', 'all-purpose flour', 'cornstarch', 'unsweetened cocoa powder', ' squares bittersweet chocolate, chopped', ' eggs, beaten', 'whole milk', 'butter, ', 'vanilla extract', 'Buttercream Frosting:', 'butter, softened', confectioners' sugar, sifted, 'unsweetened cocoa powder, sifted', 'vanilla extract', 'hot water ', 'Ganache:', 'semisweet chocolate chips', 'heavy whipping cream', 'vanilla extract']"
Doctor Bird Cake,"['all-purpose flour', 'baking soda', 'ground cinnamon', 'white sugar', ' salt', 'banana, mashed', 'corn oil', 'vanilla extract', '', ' can crushed pineapple, with juice', 'chopped walnuts']"
Doggie Birthday Cake,"['', 'peanut butter', 'cooking oil', 'vanilla extract', 'honey ', 'shredded carrots', 'whole wheat or white flour', 'baking soda']"
Donna's Pound Cake,"[' package yellow cake mix', 'white sugar', 'vegetable oil', ' container sour cream', '', 'lemon extract']"
Donna's Sherry Wine Cake,"['vegetable oil', 'dry sherry', '', 'ground nutmeg', ' package yellow cake mix', confectioners' sugar for dusting]"
Double Chocolate Brownie Cake,"[ package devil's food cake mix, ' package instant chocolate pudding mix', '', 'sour cream', 'vegetable oil', 'water', 'semisweet chocolate chips']"
Double Chocolate Cake I,"['all-purpose flour', 'white sugar', ' squares semisweet chocolate, melted', '', 'vanilla extract', 'milk', 'baking powder', 'baking soda', ' salt', 'butter, softened', 'red food coloring']"
Double Chocolate Cake II,"['vegetable oil', ' squares semi-sweet chocolate', '', 'white sugar', 'milk', 'all-purpose flour', ' salt', 'vanilla extract', 'baking soda', 'semisweet chocolate chips', 'chopped walnuts']"
Double Chocolate Cake with Creamy Frosting,"[' chocolate cake mix', ' container VOSKOS® Nonfat Vanilla Greek Yogurt', 'water', 'vegetable oil', ', lightly beaten', 'dark or bittersweet chocolate, grated', 'Creamy Frosting:', 'butter', ' container VOSKOS® Nonfat Vanilla Greek Yogurt', 'vanilla', 'powdered sugar, or more as needed']"
Double Chocolate Marble Cake,"['', 'butter', 'white sugar', 'packed brown sugar', 'vanilla extract', 'sour cream', 'all-purpose flour', 'unsweetened cocoa powder', ' salt', 'baking soda', 'unsweetened cocoa powder', 'white sugar']"
Double Chocolate Raspberry Cake from Reynolds Wrap®,"['Cake:', 'cake flour', ' sugar', 'cocoa powder', 'baking powder', 'baking soda', 'sea salt', '', 'whole milk', 'vegetable oil', 'vanilla extract', 'Reynolds Wrap® Aluminum Foil', 'Ganache:', 'dark chocolate , broken into small chunks', 'butter, softened', 'whipping cream', 'Garnish:', 'fresh raspberries', 'pistachios, shelled  crushed', 'shaved white chocolate']"
Dr. Bird Cake,"['all-purpose flour', 'white sugar', 'baking soda', 'ground cinnamon', ' salt', '', 'vegetable oil', 'banana, coarsely chopped', ' can crushed pineapple, with juice']"
Dr Pepper® Cake,"['all-purpose flour', 'white sugar', 'Dr. Pepper soft drink', 'unsweetened cocoa powder', '', 'baking soda', 'vanilla extract', 'butter', 'buttermilk', 'miniature marshmallows', 'butter', 'packed brown sugar', 'peanut butter', 'milk', 'chopped, unsalted dry-roasted peanuts']"
Dried Apple Stack Cake,"[' package spice cake mix', 'dried apples', 'chopped pecans', 'shredded or flaked coconut', 'currants', '', 'brown sugar', 'vanilla extract', 'butter', 'apple butter']"
Dried Cherry Cake,"['chopped dried cherries', 'hot water', 'almond extract', 'all-purpose flour', 'baking powder', ' salt', 'white sugar', ' container vanilla yogurt', 'vegetable oil', '', 'white', 'chopped pecans', 'white sugar']"
Drozdzowka (Polish Yeast Plum Cake),"['whole milk', 'all-purpose flour', 'white sugar', ' cakes cake yeast', 'margarine', 'dry bread crumbs', '', 'white sugar', 'all-purpose flour', 'vanilla sugar', 'whole milk, or as needed', 'fresh plums, pitted  quartered', 'all-purpose flour', 'butter', 'white sugar', 'ground cinnamon ']"
Dump Cake I,"[' can cherry pie filling', ' can crushed pineapple', ' package yellow cake mix', 'chopped walnuts', '½ cup butter']"
Dump Cake II,"[' package yellow cake mix', ' can crushed pineapple', ' can pitted dark sweet cherries', 'butter']"
Dump Cake III,"['all-purpose flour', 'white sugar', '', 'butter, softened', ' salt', 'baking soda', 'ground cinnamon', 'vanilla extract', 'chopped walnuts', ' can apple pie filling', confectioners' sugar, 'butter, softened', 'vanilla extract', 'cream cheese']"
Dump Cake IV,"[' can cherry pie filling', ' can crushed pineapple', ' package yellow cake mix', 'butter']"
Dump Cake V,"[' can cherry pie filling', ' can crushed pineapple, drained', ' package yellow cake mix', 'margarine, melted', 'flaked coconut', 'chopped walnuts']"
Dundee Cake,"['raisins', 'dried currants', 'diced cies mixed fruit peel', 'cied cherries, quartered', 'grated orange zest', 'all-purpose flour', 'butter, softened', 'white sugar', '', 'all-purpose flour', 'baking powder', 'ground almonds', 'whole almonds', 'corn syrup']"
Durian Cake,"['cooking spray', 'durian, seeded  chopped', 'coconut milk', 'all-purpose flour', 'water', '', 'white sugar, or to taste', 'salt, or to taste']"
Dutch Apple Cake,"['shortening', 'white sugar', '', 'vanilla extract', 'all-purpose flour', 'baking powder', ' salt', 'milk', '- peeled, cored  cut into eighths', 'white sugar', 'ground cinnamon']"
Dylan's Apple Cream Coffee Cake,"['rolled oats', 'flax seeds', 'brown sugar', 'all-purpose flour', 'ground cinnamon', 'baking powder', 'baking soda', ' salt', 'butter, softened', 'brown sugar', 'white sugar', '', 'vanilla extract', 'sour cream', '- peeled, cored,  chopped', '- peeled, cored,  ']"
Earthquake Cake I,"[' package German chocolate cake mix without pudding', 'flaked coconut', 'chopped walnuts', confectioners' sugar, 'unsweetened cocoa powder', 'cola-flavored carbonated beverage', 'butter', ' package cream cheese']"
Earthquake Cake II,"['flaked coconut', 'chopped pecans', ' package German chocolate cake mix', ' package cream cheese', confectioners' sugar, 'butter', 'vanilla extract']"
Earthquake Cake III,"[' container coconut pecan frosting', ' package cream cheese', confectioners' sugar, '', ' package German chocolate cake mix']"
Easiest Applesauce Cake,"[' package yellow cake mix', ' package instant vanilla pudding mix', 'ground nutmeg', 'ground cinnamon', 'applesauce', 'vegetable oil', '', 'water']"
Easiest Lemony Pound Cake,"[' package yellow cake mix', 'instant lemon pudding mix', '', 'butter, softened', 'water', 'applesauce']"
Easter Basket Cake,"[' package white cake mix', ' can white frosting', 'green food coloring', 'water', 'flaked coconut', ' package cy-coated chocolate pieces']"
Easter Bunny 'Butt' Cake,"[' package yellow cake mix ', 'water', 'vegetable oil', '', 'flaked coconut, or more as needed, ', 'red food coloring, or as needed', 'green food coloring, or as needed', ', halved lengthwise', ' container ready-to-use pink frosting, or more as needed', 'ready-to-use white frosting, or as needed', 'fruit rolls ', 'pink paper bunny ears']"
Easter Cake,"['water', 'white sugar', '', ' salt', 'cream of tartar', 'cake flour', 'almond extract', 'orange extract']"
Easter Egg Nest Cake (or Snow Storm Cake),"[' angel food cake', 'cookie', ' container frozen whipped topping, thawed', ' package shaved coconut', ' package edible Easter grass', 'chocolate malted milk ball eggs , or to taste']"
Easter Lamb Cake I,"['butter', 'white sugar', 'water', 'all-purpose flour', 'baking powder', 'vanilla extract', 'whites', ' salt']"
Easter Lamb Cake II,"['cake flour', 'baking powder', ' salt', 'white sugar', 'butter', 'milk', 'vanilla extract', 'whites']"
Easter Lamb Cake,"[' package white cake mix', ' can white frosting', 'flaked coconut', 'jellybeans', 'shoestring licorice', 'green food coloring']"
Easter Lamb Pound Cake,"['butter, ', ' sugar, ', ', ', 'sifted all-purpose flour', 'vanilla', 'almond extract', 'bourbon', 'chopped pecans', 'white frosting', 'sweetened flaked coconut for decorating', 'jelly beans or other small cies, or as desired']"
Easter Party Cake,"['butter', 'shortening', 'white sugar', 'sifted cake flour', 'baking powder', 'milk', 'vanilla extract', 'almond extract', 'whites, stiffly beaten', 'white sugar', 'water', 'vanilla extract', 'cream of tartar', 'whites', 'red food coloring', 'cy-coated milk chocolate eggs', 'flaked coconut', 'green food coloring']"
Easter Simnel Cake,"['margarine, softened', 'light brown sugar', '', 'self-rising flour', 'golden raisins', 'dried currants', 'cied cherries - rinsed, dried  quartered', 'cied mixed fruit peel, chopped', 'grated lemon zest', 'mixed spice', 'almond paste', 'apricot jam', ', beaten']"
Easy Apple Coffee Cake,"[' package yellow cake mix', ' package instant vanilla pudding mix', '', 'sour cream', 'vegetable oil', '- peeled, cored  sliced', 'white sugar', 'ground cinnamon', 'chopped walnuts']"
Easy Apple Pie Coffee Cake,"['Cake:', '', ', cut into chunks', ' package yellow cake mix', ' can apple pie filling, or more to taste', 'Marbled Spice:', 'brown sugar', 'flaked coconut', 'chopped pecans', 'ground cinnamon', 'Icing:', confectioners' sugar, 'milk']"
Easy Bake Oven Cake Mix,"['white sugar', 'all-purpose flour', 'baking soda', ' salt', 'unsweetened lemonade drink mix', 'shortening']"
Easy Banana Pudding Cake,"['cooking spray', ' package yellow cake mix', 'water', ' eggs', 'vegetable oil', 'milk', ' packages instant banana pudding mix', ' container frozen whipped topping , thawed', 'wafers, crushed']"
Easy Blackberry Crumble Cake,"['blackberries', 'white sugar', 'quick-cooking oats', 'brown sugar', 'ground cinnamon', 'all-purpose flour', 'white sugar', ' salt', 'baking powder', 'milk, or as needed', 'butter, cut into small chunks']"
Easy Bunny Cake,"[' package yellow cake mix', 'flaked coconut', ' package vanilla frosting', 'jellybeans', 'licorice']"
Easy Butterfinger® Cake,"[confectioners' sugar, 'butter, softened', 'yolks', ' package frozen whipped topping, thawed', ' prepared angel food cake, torn into bite-size pieces, ', ' bars chocolate-covered crispy peanut butter cy , crushed, or more to taste']"
Easy Cake Batter Fudge,"['yellow cake mix', confectioners' sugar, 'butter, cut ', 'milk']"
Easy Cake Mix Peanut Butter Cookies,"['butter', 'packed brown sugar', '', ' jar crunchy peanut butter', ' package yellow cake mix']"
Easy Cake Pop Swirl,"['white sugar', 'all-purpose flour, or as needed', 'baking soda', 'butter, softened', 'milk', '', 'vanilla extract']"
Easy Cake Pops,"[' package yellow cake mix ', 'water', '', 'vegetable oil', ' package cream cheese, softened', 'lollipop sticks',  bag chocolate confectioners' coating]"
Easy Cheese Cake,"['graham cracker crumbs', 'white sugar', 'butter, melted', ' envelopes whipped topping mix', ' packages cream cheese, softened', 'ounces cherry bry']"
Easy Chocolate Banana Cake,"[' package white cake mix', '⅓ cup vegetable oil', '', 'sour cream', 'unsweetened cocoa powder', '½ cup semisweet chocolate chips', ', peeled  mashed']"
Easy Chocolate Bundt Cake Glaze,"[' can sweetened condensed milk', 'semisweet chocolate chips', 'vanilla extract']"
Easy Chocolate Cake,"['evaporated milk', 'unsweetened cocoa powder', 'all-purpose flour', 'white sugar', 'baking powder', 'baking soda', ' salt', '', 'butter, melted', 'water', 'vanilla extract', ' can sweetened condensed milk', ' can evaporated milk', 'unsweetened cocoa powder', 'butter']"
Easy Chocolate Chip Coffee Cake,"['all-purpose flour', 'baking powder', 'baking soda', ' salt', 'butter, softened', ' package cream cheese, softened', 'white sugar', 'vanilla extract', '', 'milk', 'semisweet chocolate chips', 'chopped pecans', 'white sugar', 'ground cinnamon']"
Easy Chocolate Chip Pound Cake,"[' package yellow cake mix', ' package instant chocolate pudding mix', 'white sugar', 'water', 'vegetable oil', ', beaten', 'sour cream', 'milk chocolate chips', confectioners' sugar for dusting]"
Easy Chocolate Fudge Cake,"[' package chocolate cake mix', 'butter', 'white sugar', 'unsweetened cocoa powder', 'heavy whipping cream', 'vanilla extract', 'chopped walnuts']"
Easy Cranberry Almond Cake,"['cooking spray', 'yellow cake mix ', 'water', '', 'vegetable oil', 'almond extract', ' can whole berry cranberry sauce', ' package vanilla frosting']"
Easy Custard Cake Filling,"['milk', 'white sugar', 'all-purpose flour', ' salt', '', 'vanilla extract']"
Easy Dressed-Up Black Forest Cake,"['s food chocolate cake mix , 'water', '', 'vegetable oil', 'heavy whipping cream', ' can cherry pie filling', ' bar dark chocolate']"
Easy Dump Cake,"[' package yellow cake mix', ' package instant chocolate pudding mix', ', beaten', '⅔ cup vegetable oil', '⅔ cup white sugar', '⅓ cup water', ' container sour cream', 'semisweet chocolate chips']"
Easy Eggless Chocolate Cake,"['cake flour', 'white sugar', 'unsweetened cocoa powder', 'baking powder', 'baking soda', ' salt', 'water', 'vegetable oil', 'distilled white vinegar', 'vanilla extract', 'unsweetened cocoa powder', ' can sweetened condensed milk', 'butter']"
Easy Eggnog Pound Cake,"[' package yellow cake mix', 'butter, softened', 'eggnog', ' package instant vanilla pudding mix', '', 'ground nutmeg', confectioners' sugar, or as needed ]"
Easy Flourless Chocolate Cake,"['vegetable oil', 'semisweet chocolate morsels', 'unsalted butter', 'white sugar', '', 'water', 'vanilla extract']"
Easy Fruit Cobbler Cake,"[' can blueberry pie filling', ' package yellow cake mix', ' can or bottle lemon-lime flavored carbonated beverage']"
Easy Fudgy Cake Pops,"[ packages devil's food cake mix, 'water', 'vegetable oil', '', ' bag semisweet chocolate chips', ' package prepared chocolate frosting',  bags chocolate confectioners' coating, 'sticks',  bags white confectioners' coating, ' package multicolored cy sprinkles, or as needed ', 'chopped nuts, or as needed ', 'styrofoam blocks']"
Easy German Chocolate Cake Cookies,"['all-purpose flour', 'unsweetened cocoa powder', 'baking soda', 'sea salt', 'butter, softened', 'light brown sugar, packed', 'white sugar', ' eggs, lightly beaten', 'vanilla extract', 'semisweet chocolate chunks', 'sweetened shredded coconut', 'pecans, chopped']"
Easy German Chocolate Cake Icing,"['butter', 'brown sugar', 'flaked coconut', 'chopped pecans', 'milk']"
Easy Ice Cream Cake,"['cream swiches', ' container frozen non-dairy whipped topping', ' jar chocolate fudge topping, ', ' bar chocolate cy bar, grated']"
Easy Lemon Cake Cookies with Icing,"[' package lemon cake mix', '', 'vegetable oil', confectioners' sugar, 'lemon extract', 'milk']"
Easy Lemon Cake,"[' package yellow cake mix', ' package lemon flavored Jell-O®', 'vegetable oil', '', 'water', 'lemon extract', confectioners' sugar, 'lemon juice']"
Easy Lemon Lover's Bundt® Cake,"[' package lemon cake mix', 'sour cream', 'vegetable oil', 'freshly squeezed lemon juice', ' eggs', ' package instant lemon pudding mix', 'zest , or more to taste', 'poppy seeds, or more to taste ', 'lemon extract']"
Easy Lemon Sheet Cake,"['', ' package lemon cake mix', ' can lemon pie filling', 'Frosting:', confectioners' sugar, ' package cream cheese, softened', 'butter, softened', 'vanilla extract', ', zested']"
Easy Mango Cake,"['Cake:', 'mango', ' box yellow cake mix', '', 'water', 'vegetable oil', 'lime zest', 'Glaze:', 'butter, melted', ', juiced', 'golden rum ', confectioners' sugar]"
Easy Microwave Chocolate Cake,"['butter, softened', 'white sugar', '', 'vanilla extract', 'milk', 'all-purpose flour', 'cocoa powder', 'baking powder', ' salt']"
Easy Minute Red Gelatin Cake,"['heavy cream', 'vegetable oil', ' package raspberry flavored Jell-O® mix', 'applesauce', ' package yellow cake mix', ' package frozen whipped topping, thawed', ' package instant vanilla pudding mix', 'red food coloring']"
Easy Moravian Cake,"['all-purpose flour', 'baking powder', 'shortening', 'white sugar', '', 'milk', 'butter', 'brown sugar', 'ground cinnamon']"
Easy Orange Dream Cake,"['shortening ', 'white sugar', ' eggs', 'vanilla extract, or more to taste', 'orange, zested', 'self-rising flour, sifted']"
Easy Party Cake,"[' package yellow cake mix', ' package orange flavored Jell-O® mix', '', 'vegetable oil', 'water']"
Easy Peasy Easter Cake (Egg and Milk Free!),"['cake flour', 'white sugar', 'unsweetened cocoa powder', 'baking powder', 'baking soda', ' salt', 'water', 'vegetable oil', 'vinegar', 'vanilla extract']"
Easy Pineapple Cake,"['all-purpose flour', 'white sugar', '', 'baking soda', 'vanilla extract', ' can crushed pineapple with juice', ' package cream cheese', 'butter', confectioners' sugar, 'vanilla extract']"
Easy Pineapple Upside Down Cake,"['butter', 'packed brown sugar', ' can pineapple chunks, drained', 'chopped pecans ', 'biscuit baking mix ', 'white sugar', 'milk', 'vegetable oil', 'vanilla extract', '']"
Easy Plain Cake,"['', 'white sugar', 'butter, melted', 'self-rising flour', 'raisins ', 'semi-sweet chocolate chips ', '- peeled, cored  diced ']"
Easy Platz (Coffee Cake),"['all-purpose flour', 'white sugar', 'baking powder', ' salt', 'margarine', ', beaten', 'milk', 'blackberries']"
Easy Puffed Wheat Cake,"['puffed wheat cereal', 'butter', 'packed brown sugar', 'corn syrup', 'cocoa powder', 'vanilla extract']"
Easy Raisin Cake,"['raisins', 'water', 'butter', 'baking soda', ' salt', 'white sugar', 'ground cinnamon', 'ground nutmeg', 'chopped walnuts', 'all-purpose flour']"
Easy Red Velvet Cake,"[' package white cake mix', ' package non-instant chocolate pudding mix', 'red food coloring, as desired', '½ cup buttermilk']"
Easy Rhubarb Pudding Cake,"[' box yellow cake mix', 'water', 'vegetable oil', '', 'chopped rhubarb', 'white sugar', 'cinnamon', 'hot water']"
Easy Rich Chocolate Cake,"[ package devil's food cake mix, '', 'butter', 'semisweet chocolate chips', 'chopped pecans', confectioners' sugar, ' package cream cheese']"
Easy Ricotta Cake,"[' package yellow cake mix ', ', ', 'milk', 'softened butter', ' container ricotta cheese', 'white sugar', 'vanilla extract']"
Easy Rum Cake,"['chopped walnuts', ' package yellow cake mix', 'dark rum', '', 'water', 'vegetable oil', ' package instant vanilla pudding mix', 'Glaze', 'butter', 'water', 'white sugar', 'rum']"
Easy Spiced Cake Mix Bars,"[' package yellow cake mix', 'ground cinnamon', 'ground cloves', '', 'vegetable oil', 'applesauce', 'chopped walnuts', 'semisweet chocolate chips', 'dried currants, ']"
Easy Streusel Coffee Cake,"[' package yellow cake mix', ' package instant vanilla pudding mix', 'vegetable oil', '', 'plain yogurt', 'unsweetened cocoa powder', 'chopped walnuts', 'ground cinnamon']"
Easy Surprise Cake,"['butter, softened', 'white sugar', '', 'all-purpose flour', 'baking powder']"
Easy Twinkie® Cake,"['Cake:', 'butter, melted  slightly cooled', ' eggs, lightly beaten', ' package yellow cake mix', 'water', ' package instant vanilla pudding mix', 'Frosting:', 'butter, softened', 'vanilla extract', ' jar marshmallow creme', confectioners' sugar, 'heavy whipping cream']"
Easy Valentine's Day Cake,"['Cake:', 'white sugar', 'butter, softened', ', beaten', 'vanilla extract', 'almond extract ', 'baking powder', 'baking soda', 'all-purpose flour', 'milk', 'Icing:', confectioners' sugar, 'butter, softened', 'vanilla extract']"
Eclair Cake with Chocolate Ganache,"['Pastry Shell:', 'water', 'butter', ' salt', 'all-purpose flour', '', 'Filling:', 'cold heavy whipping cream', confectioners' sugar, 'vanilla extract', ' packages instant vanilla pudding mix', 'cold milk', 'Chocolate Ganache:', 'bittersweet chocolate, chopped', 'heavy cream']"
Eclair Cake,"[' packages instant vanilla pudding mix', ' container frozen whipped topping, thawed', 'milk', ' package graham cracker squares', ' package prepared chocolate frosting']"
Egg-Free Dairy-Free Nut-Free Cake,"['all-purpose flour', ' salt', 'white sugar', 'unsweetened cocoa powder', 'baking soda', 'vegetable oil', 'white vinegar', 'vanilla extract', 'cold water', 'semi-sweet chocolate chips']"
Egg-Yolk Sponge Cake,"['all-purpose flour', 'baking powder', ' salt', 'egg yolks', '', 'white sugar', 'orange zest', 'orange juice, strained', 'lemon extract', 'boiling water']"
Eggless Butter Cake,"['cake flour', 'baking powder', 'butter', 'white sugar', 'evaporated milk', 'vanilla extract']"
Eggless Chocolate Cake I,"['butter', ' can sweetened condensed milk', 'self-rising flour', 'unsweetened cocoa powder', 'baking powder', 'baking soda', ' can or bottle cola-flavored carbonated beverage']"
Eggless Chocolate Cake II,"['sifted all-purpose flour', 'white sugar', 'unsweetened cocoa powder', 'vegetable oil', 'water', 'baking soda', ' salt', 'vanilla extract']"
Eggless Coffee Cake,"['½ cups sifted unbleached all-purpose flour', 'baking powder', '½ teaspoon baking soda', '¼ teaspoon salt', '¾ cup white sugar', 'egg replacer ', 'water', 'sour cream substitute', '½ teaspoon vanilla extract', '¼ cup fresh blueberries', '¼ cup chopped walnuts ', 'white sugar', 'soy margarine', '½ teaspoon ground cinnamon']"
Eggless Date Cake,"['milk', ', pitted  left whole', 'brown sugar', 'vegetable oil', 'vanilla extract ', 'all-purpose flour', 'baking soda', 'ground cinnamon ', 'chopped walnuts ']"
"Eggless, Milkless, Butterless Cake III","['white sugar', 'shortening', 'ground cinnamon', 'ground nutmeg', 'ground allspice', ' salt', ' can  condensed tomato soup', 'raisins', 'boiling water', 'baking soda', 'all-purpose flour', 'baking powder']"
"Eggless, Milkless, Butterless Cake IV","['brown sugar', 'water', 'raisins', 'shortening', ' salt', 'ground nutmeg', 'ground cinnamon', 'all-purpose flour', 'baking powder']"
Eggless Milkless Butterless Cake,"['white sugar', 'shortening', 'ground cinnamon', 'ground nutmeg', 'ground allspice', ' salt', 'raisins', 'water', 'baking soda', 'all-purpose flour', 'baking powder']"
Eggnog Cake,"['Cake:', ' package yellow cake mix', '', 'eggnog', 'melted butter', 'ground nutmeg', 'rum flavored extract', 'Filling:', ' package instant vanilla pudding mix', 'eggnog', 'rum flavored extract', 'Topping:', 'unflavored gelatin', 'cold water', 'heavy cream', ' sugar', ' salt', 'rum flavored extract']"
Eggnog Pound Cake,"['dried blueberries', 'chopped dried cherries', 'dried cranberries', 'bry', 'all-purpose flour', 'baking powder', ' salt', 'freshly grated nutmeg', 'unsalted butter, softened', 'white sugar', '', 'vanilla extract', 'eggnog', 'bry', 'water', 'white sugar']"
Elegant Cake Fudge,"['yellow cake mix', confectioners' sugar, 'butter, diced', 'milk', 'sprinkles ', 'caramel, or to taste', 'chopped cashews ']"
